code_hopital,annee_fiscale,taux_occupation_lits,taux_mortalite,taux_infection_nosocomiale,duree_moyenne_sejour_jours,temps_attente_median_min,taux_lits_vacants,taux_transfert,nombre_lits_disponibles,total_admissions,nombre_medecins,nombre_infirmiers,ratio_medecin_par_lit,ratio_infirmier_par_lit,ratio_infirmier_par_medecin,statut_hopital
RKB,2018-19,94.1,2.891,0.0198,4.060140723121784,137.0,5.9,5.08,1177.1777777777777,176575.0,1026.0,2460.0,0.872,2.09,2.398,Critique
RL4,2018-19,93.9,3.854,0.0214,4.3033323839362,142.0,6.1,5.11,859.0,131055.0,939.0,2208.0,1.093,2.57,2.351,Critique
RLQ,2018-19,89.8,3.95,0.0287,4.305810492372566,195.0,10.2,1.26,285.3666666666667,59285.0,325.0,817.0,1.139,2.863,2.514,Attention
RLT,2018-19,98.4,4.508,0.0188,4.609219742629093,124.0,1.6,1.74,324.1111111111111,42620.0,235.0,626.0,0.725,1.931,2.664,Critique
RM1,2018-19,91.3,3.775,0.0191,3.8217154241375693,211.0,8.7,3.95,983.6888888888889,183465.0,1053.0,2174.0,1.07,2.21,2.065,Attention
RNA,2018-19,92.5,3.838,0.028,3.7989411239395294,194.0,7.5,10.2,689.3,106995.0,502.0,1444.0,0.728,2.095,2.876,Critique
RNS,2018-19,85.8,2.565,0.0177,3.6953314350043045,152.0,14.2,7.22,853.9222222222222,113300.0,553.0,1279.0,0.648,1.498,2.313,Attention
RQ8,2018-19,93.5,3.675,0.0587,3.7597430715935336,197.0,6.5,1.83,593.3666666666667,93680.0,590.0,1185.0,0.994,1.997,2.008,Attention
RQW,2018-19,84.6,2.923,0.0179,3.0578507906033217,188.0,15.4,11.14,484.4555555555556,78415.0,448.0,740.0,0.925,1.527,1.652,Attention
RTG,2018-19,90.1,3.344,0.0286,3.956837625209578,168.0,9.9,4.8,1534.1333333333334,237985.0,1323.0,3155.0,0.862,2.057,2.385,Attention
RWD,2018-19,95.2,4.367,0.0463,4.429893082068056,206.0,4.8,2.35,1319.8222222222223,149130.0,804.0,1882.0,0.609,1.426,2.341,Critique
RWE,2018-19,86.4,2.827,0.025,3.5421538238439645,172.0,13.6,5.78,1700.0555555555557,271830.0,1895.0,3701.0,1.115,2.177,1.953,Attention
RWG,2018-19,83.8,3.414,0.0269,4.106864099187358,163.0,16.2,2.64,769.0444444444445,104245.0,630.0,1314.0,0.819,1.709,2.086,Normal
RWH,2018-19,90.6,3.262,0.0199,3.427488630621526,152.0,9.4,1.81,637.9555555555555,130800.0,742.0,1550.0,1.163,2.43,2.089,Attention
RX1,2018-19,88.5,3.195,0.0447,4.192693713800611,197.0,11.5,5.36,1651.2222222222222,225735.0,1804.0,4101.0,1.093,2.484,2.273,Attention
RXW,2018-19,91.7,3.744,0.0234,3.6894507186858316,169.0,8.3,1.09,750.3666666666667,136655.0,620.0,1388.0,0.826,1.85,2.239,Attention
R1H,2018-19,92.9,2.106,0.0331,3.9079841419018915,191.0,7.1,1.76,1846.4,256575.0,2558.0,4587.0,1.385,2.484,1.793,Attention
R1K,2018-19,92.0,2.409,0.0256,4.045195824783656,237.0,8.0,2.96,1298.6333333333334,179920.0,1264.0,2483.0,0.973,1.912,1.964,Attention
RAL,2018-19,93.0,2.576,0.0467,3.8725785855951314,183.0,7.0,6.71,1104.6222222222223,175695.0,1605.0,2503.0,1.453,2.266,1.56,Critique
RAP,2018-19,90.2,2.591,0.0447,3.9076382230744646,195.0,9.8,1.83,524.0555555555555,80620.0,531.0,986.0,1.013,1.881,1.857,Attention
RAS,2018-19,83.4,2.586,0.0296,4.144712476235155,191.0,16.6,5.02,491.1222222222222,64270.0,439.0,812.0,0.894,1.653,1.85,Attention
RAX,2018-19,92.4,1.928,0.022,2.6586474555688664,191.0,7.6,13.27,417.8666666666667,81750.0,512.0,881.0,1.225,2.108,1.721,Attention
RF4,2018-19,88.6,3.424,0.0105,4.152938230573988,221.0,11.4,1.83,974.0,133115.0,885.0,1772.0,0.909,1.819,2.002,Attention
RJ2,2018-19,94.8,2.524,0.0116,3.841839013597316,205.0,5.2,6.74,1006.8222222222222,137765.0,861.0,1860.0,0.855,1.847,2.16,Critique
RJ6,2018-19,90.3,3.286,0.0208,4.952289594587772,37.0,9.7,2.0,537.8222222222222,62620.0,511.0,995.0,0.95,1.85,1.947,Attention
RJ7,2018-19,90.8,2.17,0.0126,3.8558771348566787,208.0,9.2,3.69,931.0,135455.0,1332.0,2389.0,1.431,2.566,1.794,Attention
RJZ,2018-19,91.9,2.753,0.0413,4.902242018315079,206.0,8.1,4.11,1464.7777777777778,212835.0,2129.0,4065.0,1.453,2.775,1.909,Attention
RKE,2018-19,81.1,2.034,0.0236,4.093293175640931,188.0,18.9,1.66,362.0,46635.0,485.0,1014.0,1.34,2.801,2.091,Normal
RQM,2018-19,89.9,1.668,0.0086,3.3834824151250253,204.0,10.1,3.47,884.0,138920.0,1173.0,1892.0,1.327,2.14,1.613,Attention
RQX,2018-19,77.4,1.148,0.0139,3.050453178386562,196.0,22.6,11.11,334.9111111111111,71980.0,486.0,1054.0,1.451,3.147,2.169,Normal
RRV,2018-19,77.5,1.627,0.0417,4.572581757968814,172.0,22.5,0.79,902.4888888888889,170155.0,1562.0,2572.0,1.731,2.85,1.647,Normal
RYJ,2018-19,84.1,1.93,0.0286,4.145580267025534,161.0,15.9,6.84,1189.4888888888888,220270.0,1873.0,3234.0,1.575,2.719,1.727,Normal
RA3,2018-19,98.8,4.647,0.0133,5.0571582636829335,165.0,1.2,0.48,267.0888888888889,29980.0,186.0,401.0,0.696,1.501,2.156,Critique
RA4,2018-19,86.7,3.523,0.0123,3.731368280020097,155.0,13.3,1.21,360.3333333333333,48645.0,259.0,580.0,0.719,1.61,2.239,Attention
RA7,2018-19,90.5,2.126,0.024,3.675592148151725,171.0,9.5,5.76,821.4888888888889,146030.0,1298.0,2538.0,1.58,3.09,1.955,Attention
RA9,2018-19,87.3,3.627,0.0269,3.4328649945812044,128.0,12.7,1.65,377.0,81800.0,500.0,1227.0,1.326,3.255,2.454,Attention
RBA,2018-19,88.2,3.132,0.018,3.500318060969841,183.0,11.8,4.1,614.4222222222222,100165.0,553.0,1120.0,0.9,1.823,2.025,Attention
RBD,2018-19,87.2,3.675,0.0166,3.6702078824840974,91.0,12.8,2.73,322.9222222222222,54325.0,330.0,665.0,1.022,2.059,2.015,Attention
RBZ,2018-19,76.6,3.078,0.031,3.1043133120406834,149.0,23.4,3.85,291.8777777777778,51615.0,337.0,765.0,1.155,2.621,2.27,Normal
RD1,2018-19,94.6,3.092,0.033,3.7387551943011097,180.0,5.4,2.39,652.6777777777778,93915.0,595.0,1268.0,0.912,1.943,2.131,Attention
RD3,2018-19,91.6,3.078,0.0311,3.543446624297688,162.0,8.4,2.45,559.7111111111111,80415.0,479.0,924.0,0.856,1.651,1.929,Attention
RDZ,2018-19,90.6,3.967,0.0254,3.5521665928223305,157.0,9.4,0.48,612.1111111111111,106140.0,505.0,1265.0,0.825,2.067,2.505,Attention
RK9,2018-19,90.6,3.53,0.0345,4.347975185912997,195.0,9.4,1.27,936.1555555555556,124810.0,980.0,1841.0,1.047,1.967,1.879,Attention
RN3,2018-19,94.4,2.64,0.0248,3.5784916157218967,179.0,5.6,1.79,617.9777777777778,100910.0,569.0,1255.0,0.921,2.031,2.206,Attention
RNZ,2018-19,85.0,2.754,0.0131,4.2702390333596005,175.0,15.0,7.14,497.8222222222222,61255.0,391.0,808.0,0.785,1.623,2.066,Attention
RTE,2018-19,93.8,3.221,0.0339,3.7585164303083776,162.0,6.2,5.87,981.4,165090.0,873.0,1999.0,0.89,2.037,2.29,Critique
RDU,2018-19,91.7,2.692,0.0222,3.6097071974614163,215.0,8.3,1.73,1397.8333333333333,203050.0,1124.0,2378.0,0.804,1.701,2.116,Attention
RHM,2018-19,88.1,2.956,0.0213,4.6093180559199975,172.0,11.9,1.13,1189.4888888888888,159925.0,1536.0,3171.0,1.291,2.666,2.064,Attention
RHU,2018-19,98.1,3.58,0.0331,4.665761313034761,180.0,1.9,1.73,1036.3555555555556,144860.0,961.0,2094.0,0.927,2.021,2.179,Attention
RHW,2018-19,83.2,2.922,0.021,3.186396345820149,165.0,16.8,6.97,669.9,109545.0,702.0,1471.0,1.048,2.196,2.095,Attention
RPA,2018-19,92.9,3.398,0.0304,3.8280898499143805,151.0,7.1,2.28,512.9444444444445,82260.0,544.0,1060.0,1.061,2.067,1.949,Attention
RTH,2018-19,95.5,2.611,0.0349,3.3860847808304864,181.0,4.5,1.81,1029.6777777777777,203250.0,1790.0,3254.0,1.738,3.16,1.818,Attention
RTK,2018-19,84.1,3.994,0.0202,4.1685356278063805,180.0,15.9,1.49,566.8444444444444,74335.0,549.0,836.0,0.969,1.475,1.523,Normal
RTP,2018-19,92.8,3.561,0.0405,4.409832662706776,195.0,7.2,1.39,724.4555555555555,93790.0,578.0,1080.0,0.798,1.491,1.869,Attention
RVV,2018-19,93.3,3.713,0.0219,3.6271461880873312,166.0,6.7,2.42,1008.5777777777778,173780.0,1006.0,1966.0,0.997,1.949,1.954,Attention
RWF,2018-19,92.9,3.09,0.0206,3.4379131013987805,166.0,7.1,2.08,779.4333333333333,121295.0,653.0,1318.0,0.838,1.691,2.018,Attention
RXC,2018-19,90.7,3.982,0.0363,4.247414056593151,159.0,9.3,1.25,754.0555555555555,107480.0,617.0,1895.0,0.818,2.513,3.071,Attention
RXH,2018-19,93.4,3.363,0.0475,4.74060641431827,187.0,6.6,1.29,922.7333333333333,117810.0,1124.0,2278.0,1.218,2.469,2.027,Attention
RXQ,2018-19,91.3,2.51,0.0371,3.8882644022237156,177.0,8.7,4.92,641.0,115795.0,700.0,1647.0,1.092,2.569,2.353,Attention
R1H,2019-20,95.3,2.082,0.0692,4.04297975460458,190.0,4.7,1.77,1853.4285714285713,254170.0,2669.0,4595.0,1.44,2.479,1.722,Attention
R1K,2019-20,89.1,2.496,0.0761,4.13548150204637,239.0,10.9,2.95,1235.6813186813188,181420.0,1351.0,2582.0,1.093,2.09,1.911,Attention
RAL,2019-20,83.4,2.386,0.0745,3.92948086810903,192.0,16.6,8.65,1084.6703296703297,183860.0,1627.0,2671.0,1.5,2.462,1.642,Attention
RAP,2019-20,88.4,2.852,0.0877,4.24434801016088,186.0,11.6,1.98,544.3186813186813,77520.0,563.0,1044.0,1.034,1.918,1.854,Attention
RAS,2019-20,81.9,2.655,0.0901,4.0311196818127,207.0,18.1,4.5,456.27472527472526,64360.0,450.0,849.0,0.986,1.861,1.887,Normal
RAX,2019-20,87.7,1.926,0.0736,2.66582633053221,195.0,12.3,12.96,440.9010989010989,84195.0,548.0,963.0,1.243,2.184,1.757,Attention
RF4,2019-20,84.0,3.555,0.0367,4.29224912053323,205.0,16.0,1.87,1014.1538461538462,133695.0,945.0,1852.0,0.932,1.826,1.96,Normal
RJ2,2019-20,91.0,2.651,0.0469,4.02353431219411,232.0,9.0,6.58,989.5934065934066,138680.0,930.0,2043.0,0.94,2.064,2.197,Attention
RJ6,2019-20,92.6,3.766,0.0824,5.48627070183956,117.0,7.4,1.95,516.3516483516484,60645.0,526.0,1076.0,1.019,2.084,2.046,Attention
RJ7,2019-20,84.0,2.302,0.0536,4.06099306396565,215.0,16.0,3.4,933.6923076923077,136290.0,1368.0,2411.0,1.465,2.582,1.762,Normal
RJZ,2019-20,94.7,2.862,0.0727,5.1673560619685,213.0,5.3,4.38,1418.4175824175825,210320.0,2249.0,3938.0,1.586,2.776,1.751,Critique
RKE,2019-20,82.9,2.548,0.0423,4.39823113207547,189.0,17.1,1.47,326.54945054945057,44965.0,514.0,1039.0,1.574,3.182,2.021,Normal
RQM,2019-20,80.9,1.701,0.0448,3.46344196933331,199.0,19.1,2.91,881.8021978021978,138525.0,1235.0,1953.0,1.401,2.215,1.581,Normal
RQX,2019-20,77.5,1.178,0.0186,3.34109130700112,204.0,22.5,11.43,303.2857142857143,69950.0,502.0,1068.0,1.655,3.521,2.127,Normal
RRV,2019-20,77.9,1.131,0.0581,2.72681674532099,189.0,22.1,3.49,877.1428571428571,184035.0,1663.0,2747.0,1.896,3.132,1.652,Normal
RYJ,2019-20,76.9,2.003,0.0617,4.16412375046359,172.0,23.1,7.27,1212.934065934066,221920.0,1966.0,3504.0,1.621,2.889,1.782,Attention
RA4,2019-20,85.2,3.419,0.0639,3.74830522088353,171.0,14.8,1.14,365.2087912087912,51665.0,278.0,642.0,0.761,1.758,2.309,Attention
RA7,2019-20,87.0,2.579,0.072,3.75034825268003,178.0,13.0,6.04,828.8571428571429,144400.0,1577.0,3032.0,1.903,3.658,1.923,Attention
RA9,2019-20,82.0,3.814,0.1342,3.64510589582141,134.0,18.0,1.38,397.0989010989011,82685.0,543.0,1276.0,1.367,3.213,2.35,Normal
RBD,2019-20,81.4,3.939,0.1106,3.82075253542995,81.0,18.6,1.65,327.7802197802198,54260.0,346.0,680.0,1.056,2.075,1.965,Normal
RBZ,2019-20,80.5,3.431,0.0403,3.34183673469388,143.0,19.5,3.61,293.02197802197804,52160.0,345.0,807.0,1.177,2.754,2.339,Normal
RD1,2019-20,94.4,3.286,0.0895,3.6839812533798,207.0,5.6,3.28,627.4725274725274,96080.0,636.0,1320.0,1.014,2.104,2.075,Attention
RH8,2019-20,82.9,3.732,0.0786,4.40553466730052,130.0,17.1,1.33,841.4175824175824,111900.0,826.0,2181.0,0.982,2.592,2.64,Normal
RK9,2019-20,86.4,3.441,0.118,4.31928410069518,175.0,13.6,1.08,938.1098901098901,133010.0,1054.0,2034.0,1.124,2.168,1.93,Attention
RN3,2019-20,90.3,3.044,0.0672,3.95655983772819,145.0,9.7,1.7,648.3516483516484,101155.0,606.0,1380.0,0.935,2.128,2.277,Attention
RNZ,2019-20,91.5,2.685,0.0697,4.16509337163965,163.0,8.5,7.08,468.84615384615387,63150.0,412.0,966.0,0.879,2.06,2.345,Attention
RTE,2019-20,87.4,3.34,0.1205,3.70767978460286,168.0,12.6,5.77,985.5274725274726,166000.0,911.0,2007.0,0.924,2.036,2.203,Attention
RDU,2019-20,88.1,3.065,0.0543,3.92016898252602,204.0,11.9,1.64,1389.4175824175825,193450.0,1204.0,2569.0,0.867,1.849,2.134,Attention
RHM,2019-20,90.0,2.697,0.0713,4.68884920018636,176.0,10.0,1.06,1102.6373626373627,161395.0,1612.0,3330.0,1.462,3.02,2.066,Attention
RHU,2019-20,92.5,3.846,0.0858,4.7281786862124,171.0,7.5,1.73,1044.3956043956043,145680.0,993.0,2237.0,0.951,2.142,2.253,Attention
RHW,2019-20,88.1,3.223,0.0917,3.37328863167019,184.0,11.9,7.06,694.5164835164835,111175.0,734.0,1562.0,1.057,2.249,2.128,Attention
RPA,2019-20,86.2,3.463,0.0694,3.80971905846621,140.0,13.8,2.38,497.0,82105.0,534.0,1163.0,1.074,2.34,2.178,Attention
RTH,2019-20,90.6,2.702,0.0572,3.49657593825618,182.0,9.4,1.69,1001.1098901098901,202765.0,1903.0,3472.0,1.901,3.468,1.824,Attention
RTK,2019-20,90.3,3.687,0.08,4.221705289617,182.0,9.7,1.28,531.3406593406594,77500.0,600.0,944.0,1.129,1.777,1.573,Attention
RTP,2019-20,90.1,3.548,0.1029,4.56951510583506,195.0,9.9,1.84,737.2857142857143,97160.0,624.0,1369.0,0.846,1.857,2.194,Attention
RVV,2019-20,89.8,3.753,0.1216,3.76396085204375,169.0,10.2,1.52,1031.0,169460.0,1105.0,2063.0,1.072,2.001,1.867,Attention
RWF,2019-20,89.5,3.05,0.0714,3.41415276997065,182.0,10.5,1.73,759.978021978022,124675.0,735.0,1517.0,0.967,1.996,2.064,Attention
RXC,2019-20,88.1,4.173,0.0844,4.12637268225628,177.0,11.9,1.16,752.6373626373627,110230.0,648.0,1977.0,0.861,2.627,3.051,Attention
RXQ,2019-20,96.5,2.685,0.096,4.10444784786701,192.0,3.5,4.54,659.0,112490.0,730.0,1689.0,1.108,2.563,2.314,Attention
RBK,2019-20,87.0,3.014,0.0889,3.75613267519258,187.0,13.0,4.42,534.4945054945055,73155.0,390.0,1142.0,0.73,2.137,2.928,Attention
RFS,2019-20,82.7,3.572,0.1051,3.58805389331473,206.0,17.3,5.07,565.3076923076923,82750.0,437.0,976.0,0.773,1.726,2.233,Attention
RJC,2019-20,78.5,3.432,0.0921,4.58291003790321,145.0,21.5,1.6,496.04395604395603,68415.0,394.0,1442.0,0.794,2.907,3.66,Normal
RJE,2019-20,84.3,3.031,0.0775,3.39537938545827,192.0,15.7,6.01,1495.1648351648353,237470.0,1240.0,2971.0,0.829,1.987,2.396,Attention
RK5,2019-20,81.4,3.506,0.1041,3.63459914241164,178.0,18.6,5.8,658.8461538461538,97995.0,503.0,1252.0,0.763,1.9,2.489,Attention
RKB,2019-20,89.5,3.001,0.0708,4.21679266203004,162.0,10.5,4.85,1159.2967032967033,173780.0,1097.0,2493.0,0.946,2.15,2.273,Attention
RL4,2019-20,88.9,3.686,0.0542,4.30948597145067,192.0,11.1,5.46,896.0,132735.0,981.0,2391.0,1.095,2.669,2.437,Attention
RLQ,2019-20,87.0,3.832,0.1203,3.91344107666648,175.0,13.0,1.16,272.38461538461536,63160.0,354.0,910.0,1.3,3.341,2.571,Attention
RLT,2019-20,98.7,4.935,0.1455,4.96076233183857,135.0,1.3,1.56,325.86813186813185,41230.0,248.0,632.0,0.761,1.939,2.548,Critique
RNA,2019-20,88.2,3.877,0.0559,3.65605694753677,175.0,11.8,10.1,684.1098901098901,105480.0,536.0,1522.0,0.783,2.225,2.84,Attention
RNQ,2019-20,91.4,3.38,0.087,4.21672812928388,206.0,8.6,4.27,605.0,95410.0,479.0,1085.0,0.792,1.793,2.265,Attention
RNS,2019-20,82.5,2.871,0.0541,3.69034737853598,145.0,17.5,6.52,792.8571428571429,114640.0,582.0,1345.0,0.734,1.696,2.311,Attention
RTG,2019-20,80.3,3.428,0.0703,4.00451596445143,195.0,19.7,1.39,1546.6153846153845,256145.0,1431.0,3353.0,0.925,2.168,2.343,Normal
RWD,2019-20,94.0,4.384,0.0764,4.28845698032709,205.0,6.0,2.0,1156.5714285714287,149230.0,851.0,1887.0,0.736,1.632,2.217,Attention
RWE,2019-20,87.2,2.855,0.0701,3.66079678049245,175.0,12.8,5.99,1707.8241758241759,272315.0,1917.0,3859.0,1.122,2.26,2.013,Attention
RX1,2019-20,86.3,3.234,0.093,4.27214540184771,178.0,13.7,5.32,1658.978021978022,245290.0,1907.0,4263.0,1.15,2.57,2.235,Attention
RXW,2019-20,85.3,3.805,0.0555,3.76991939331542,188.0,14.7,1.01,777.3076923076923,140440.0,664.0,1460.0,0.854,1.878,2.199,Attention
RAJ,2019-20,83.2,3.421,0.3157,3.58162132148806,170.0,16.8,2.45,592.4505494505495,104855.0,1829.0,3941.0,3.087,6.652,2.155,Attention
RC9,2019-20,88.2,2.564,0.0814,3.03458270053445,181.0,11.8,11.83,727.6593406593406,121625.0,1070.0,2108.0,1.47,2.897,1.97,Attention
RCX,2019-20,83.0,3.376,0.0851,3.26730319877528,172.0,17.0,5.04,499.3956043956044,90500.0,410.0,900.0,0.821,1.802,2.195,Attention
RD8,2019-20,87.0,3.326,0.0332,4.32842584609943,180.0,13.0,3.66,529.6923076923077,69175.0,447.0,867.0,0.844,1.637,1.94,Attention
RDE,2019-20,89.4,3.999,0.0746,3.96767873809183,184.0,10.6,3.09,1239.6593406593406,205200.0,1063.0,2767.0,0.857,2.232,2.603,Attention
RGN,2019-20,80.2,3.678,0.1408,3.95353767939175,193.0,19.8,2.16,1011.2857142857143,137820.0,792.0,1892.0,0.783,1.871,2.389,Attention
RGP,2019-20,84.9,4.965,0.0774,4.70804799531753,157.0,15.1,1.04,466.989010989011,64640.0,330.0,878.0,0.707,1.88,2.661,Attention
RGR,2019-20,77.1,4.273,0.0939,4.48880840275263,186.0,22.9,1.82,488.3296703296703,63865.0,443.0,1100.0,0.907,2.253,2.483,Normal
RGT,2019-20,86.9,3.044,0.0972,5.20282017335698,186.0,13.1,1.0,1003.7252747252747,151195.0,1498.0,3246.0,1.492,3.234,2.167,Attention
RM1,2019-20,86.8,4.1,0.0806,4.01140826034672,207.0,13.2,4.11,1005.5054945054945,183710.0,1130.0,2342.0,1.124,2.329,2.073,Attention
RQW,2019-20,83.1,2.893,0.0591,2.98653944154498,181.0,16.9,10.97,482.0659340659341,79590.0,486.0,911.0,1.008,1.89,1.874,Attention
RWG,2019-20,76.8,3.332,0.0813,3.81172013590306,164.0,23.2,1.83,772.1758241758242,108225.0,678.0,1360.0,0.878,1.761,2.006,Normal
RWH,2019-20,83.5,3.292,0.0775,3.34646468920577,143.0,16.5,1.72,635.1098901098901,132965.0,838.0,1583.0,1.319,2.492,1.889,Normal
R0A,2019-20,86.6,1.995,0.0772,4.44476173095297,178.0,13.4,3.62,2102.3516483516482,310735.0,2682.0,6901.0,1.276,3.283,2.573,Attention
RBL,2019-20,86.7,3.562,0.1187,4.6547937451355,212.0,13.3,4.29,790.2857142857143,107810.0,653.0,1513.0,0.826,1.914,2.317,Attention
RBN,2019-20,92.8,3.129,0.0846,3.38377548204408,184.0,7.2,6.29,718.1208791208791,126550.0,759.0,1570.0,1.057,2.186,2.069,Critique
RBT,2019-20,91.8,2.977,0.0392,3.5109696211513,153.0,8.2,6.08,550.0,84085.0,367.0,1177.0,0.667,2.14,3.207,Attention
REM,2019-20,89.6,3.61,0.1253,4.27794912021108,132.0,10.4,0.04,1633.6593406593406,202700.0,1619.0,3124.0,0.991,1.912,1.93,Attention
RJN,2019-20,86.0,4.787,0.0974,5.41915802318487,172.0,14.0,1.19,357.2307692307692,34905.0,233.0,656.0,0.652,1.836,2.815,Attention
RJR,2019-20,90.9,3.219,0.0895,4.20125950141393,192.0,9.1,9.61,527.2637362637363,83805.0,505.0,948.0,0.958,1.798,1.877,Attention
RM3,2019-20,92.8,3.405,0.076,6.06996997557018,200.0,7.2,2.4,806.3956043956044,97400.0,984.0,2732.0,1.22,3.388,2.776,Critique
RMC,2019-20,83.1,2.871,0.1322,3.70980124264012,169.0,16.9,8.67,664.010989010989,83955.0,521.0,1771.0,0.785,2.667,3.399,Attention
RMP,2019-20,86.8,3.902,0.0981,3.86210903696378,213.0,13.2,1.41,456.0659340659341,53010.0,347.0,991.0,0.761,2.173,2.856,Attention
RRF,2019-20,84.0,3.911,0.1091,3.58543349547686,200.0,16.0,1.26,479.1868131868132,83440.0,530.0,1560.0,1.106,3.256,2.943,Normal
RTX,2019-20,84.9,3.704,0.107,4.47745688373476,187.0,15.1,1.18,744.4065934065934,93430.0,619.0,1939.0,0.832,2.605,3.132,Normal
RVY,2019-20,81.3,3.673,0.0902,3.91360547567461,185.0,18.7,0.89,452.54945054945057,60995.0,299.0,754.0,0.661,1.666,2.522,Normal
RW6,2019-20,90.1,3.148,0.0983,3.40596442494358,178.0,9.9,1.34,1258.0,200505.0,1113.0,2810.0,0.885,2.234,2.525,Attention
RWJ,2019-20,86.0,3.314,0.1205,4.24170156732932,202.0,14.0,1.94,663.9230769230769,86295.0,504.0,1449.0,0.759,2.182,2.875,Attention
RWW,2019-20,83.3,2.821,0.1012,3.65108126131276,151.0,16.7,2.81,594.6153846153846,77055.0,447.0,945.0,0.752,1.589,2.114,Attention
RXL,2019-20,86.8,4.3,0.1729,5.25491530279698,262.0,13.2,1.96,669.0,107600.0,610.0,1971.0,0.912,2.946,3.231,Critique
RXN,2019-20,90.8,3.184,0.1378,4.16779301745636,188.0,9.2,6.47,885.7032967032967,132090.0,879.0,2063.0,0.992,2.329,2.347,Attention
RXR,2019-20,83.6,3.067,0.0741,3.82957012353025,178.0,16.4,1.56,994.5054945054945,145760.0,854.0,2357.0,0.859,2.37,2.76,Normal
RCB,2019-20,83.8,3.491,0.123,3.67519002796266,184.0,16.2,4.81,1018.0,166615.0,865.0,1962.0,0.85,1.927,2.268,Attention
RCD,2019-20,81.2,3.471,0.0573,4.01484649351552,155.0,18.8,1.07,342.25274725274727,62820.0,405.0,1551.0,1.183,4.532,3.83,Normal
RCF,2019-20,86.7,3.125,0.0662,3.96716373837295,156.0,13.3,2.86,359.5054945054945,66490.0,284.0,687.0,0.79,1.911,2.419,Attention
RFF,2019-20,89.0,3.363,0.0486,3.10276176932864,177.0,11.0,4.68,431.0,80280.0,395.0,915.0,0.916,2.123,2.316,Attention
RFR,2019-20,89.5,4.327,0.0918,4.24908323912984,165.0,10.5,1.61,431.34065934065933,59895.0,406.0,1201.0,0.941,2.784,2.958,Attention
RHQ,2019-20,94.8,3.134,0.0974,4.59147619006561,175.0,5.2,4.14,1439.6263736263736,249550.0,1631.0,4108.0,1.133,2.854,2.519,Critique
RNN,2019-20,86.2,4.19,0.1177,5.54941958990002,86.0,13.8,1.28,635.934065934066,83270.0,555.0,1707.0,0.873,2.684,3.076,Attention
RP5,2019-20,87.7,3.897,0.0776,3.64651280144481,150.0,12.3,1.97,808.9120879120879,123640.0,636.0,1616.0,0.786,1.998,2.541,Attention
RR8,2019-20,88.1,3.431,0.1267,5.65333221980959,212.0,11.9,1.89,1855.4395604395604,187795.0,2218.0,3953.0,1.195,2.13,1.782,Attention
RTD,2019-20,77.3,2.306,0.0629,4.26178234437598,119.0,22.7,0.93,1562.2967032967033,235305.0,1884.0,4356.0,1.206,2.788,2.312,Normal
RTF,2019-20,83.3,3.898,0.0629,3.38583720930233,101.0,16.7,0.54,896.2307692307693,144760.0,651.0,2358.0,0.726,2.631,3.622,Normal
RTR,2019-20,79.8,3.2,0.1019,4.01312186083369,112.0,20.2,2.15,935.5164835164835,149195.0,1053.0,2580.0,1.126,2.758,2.45,Normal
RVW,2019-20,81.0,3.478,0.0985,3.39594443657873,204.0,19.0,1.82,594.1978021978022,93415.0,485.0,1344.0,0.816,2.262,2.771,Normal
RWA,2019-20,84.6,4.05,0.0593,4.32395939810303,178.0,15.4,2.56,1082.2417582417581,156815.0,1107.0,2247.0,1.023,2.076,2.03,Attention
RWY,2019-20,82.9,3.214,0.0538,3.49606497337042,171.0,17.1,2.76,706.0,119050.0,607.0,1597.0,0.86,2.262,2.631,Normal
RXP,2019-20,82.4,3.939,0.068,3.83866307069929,98.0,17.6,1.3,934.8791208791209,113240.0,745.0,2106.0,0.797,2.253,2.827,Normal
R1H,2021-22,96.2,2.387,0.0679,4.3894157739707,227.0,3.8,1.91,1855.5333333333333,210495.0,2883.0,4773.0,1.554,2.572,1.656,Attention
R1K,2021-22,95.3,2.067,0.0731,3.33973727858936,343.0,4.7,2.64,992.2555555555556,166920.0,1456.0,2451.0,1.467,2.47,1.683,Critique
RAL,2021-22,78.5,2.035,0.1162,3.83949222943016,199.0,21.5,12.28,1133.0,163465.0,1832.0,3062.0,1.617,2.703,1.671,Attention
RAP,2021-22,100.0,2.28,0.0818,5.08111448730494,210.0,0.0,2.04,505.72222222222223,67210.0,601.0,1206.0,1.188,2.385,2.007,Critique
RAS,2021-22,77.3,2.509,0.0816,3.9004064500704,230.0,22.7,4.15,456.1111111111111,56390.0,481.0,917.0,1.055,2.01,1.906,Normal
RAX,2021-22,89.1,1.983,0.071,2.96522111133998,249.0,10.9,12.02,458.2,84485.0,579.0,975.0,1.264,2.128,1.684,Attention
RF4,2021-22,88.8,2.289,0.0738,4.23988722433278,317.0,11.2,1.43,953.7777777777778,121945.0,1078.0,2161.0,1.13,2.266,2.005,Attention
RJ2,2021-22,82.6,2.327,0.0534,3.89058053048658,221.0,17.4,6.73,1005.2,129095.0,994.0,2133.0,0.989,2.122,2.146,Attention
RJ6,2021-22,96.0,2.532,0.0795,6.28833745401918,163.0,4.0,1.62,526.5111111111111,57880.0,582.0,1210.0,1.105,2.298,2.079,Attention
